zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
89825,22814,Raft Rural Elec Coop Inc,NV,Bundled,Cooperative,0.06605899221630479,0.05140388768898488,0.10241435366367632
84329,22814,Raft Rural Elec Coop Inc,UT,Bundled,Cooperative,0.07111274871039057,0.05125705834901855,0.1004995004995005
84313,22814,Raft Rural Elec Coop Inc,UT,Bundled,Cooperative,0.07111274871039057,0.05125705834901855,0.1004995004995005
38737,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38901,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39772,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38944,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39767,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38759,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38746,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38950,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38754,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38751,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38959,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38921,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38941,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38930,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38726,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38952,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38701,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38929,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39192,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38925,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38748,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38762,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38771,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38753,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38947,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38732,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
39747,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38940,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
38920,22815,Delta Electric Power Assn,MS,Bundled,Cooperative,0.15839824063044075,0.13813922923806357,0.13754987963605206
